"ID" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"FOS" "FOS" 1.12313349207647 11.2260250284811 3.82188117533719 0.000287924433417666 0.00145710709967532 -0.1638357714568
"MAGEL2" "MAGEL2" -0.321460026017501 4.84940977377219 -3.82183199952222 0.000287971721715841 0.00145710709967532 -0.16399061295415
"RBBP4" "RBBP4" -0.527631909819388 10.1967409562845 -3.82163425011515 0.000288161955970128 0.00145769496242189 -0.164613260035969
"LINC02593" "LINC02593" -0.234503795133813 6.24175519998585 -3.82156362871233 0.000288229922665163 0.00145769496242189 -0.164835618309421
"CARMIL1" "CARMIL1" 0.725561725296442 8.87353601470588 3.82128888544359 0.000288494484145354 0.00145867358880193 -0.165700648735431
"RAB34" "RAB34" -0.361015097431193 10.3574103024106 -3.82114651224256 0.000288631672520496 0.00145900787330725 -0.166148895657241
"ERVH-6" "ERVH-6" -0.357843071623295 9.06088383870641 -3.82083209493267 0.000288934860914067 0.00146018090222648 -0.167138767121723
"CASC16" "CASC16" -0.273567033596837 4.77843177941176 -3.82061187606378 0.000289147396524242 0.00146081143333192 -0.167832044973382
"ADAM28" "ADAM28" -1.02289595425277 7.77635180448384 -3.82055537365589 0.000289201951727442 0.00146081143333192 -0.168009917809457
"CHMP4A" "CHMP4A" -0.331888565752908 10.4341552999736 -3.82002452698421 0.000289714985539307 0.00146304285932371 -0.169680971024243
"ZNF217" "ZNF217" -0.455739735776604 9.8049119987818 -3.81986957930426 0.000289864898035955 0.00146343989839697 -0.170168702924197
"MARS1" "MARS1" -0.387325636909872 9.60693427042309 -3.81919024782447 0.000290523030774704 0.00146640196108756 -0.172306897802351
"EP400P1" "EP400P1" -0.402441778656127 5.97915461764706 -3.8188361053581 0.000290866689038157 0.00146777566189166 -0.173421463606458
"ARHGAP9" "ARHGAP9" 0.62132931938273 8.67912585444871 3.81796905289334 0.000291709716124352 0.0014716679903172 -0.176149991257319
"HOGA1" "HOGA1" 0.407574021739131 5.02351116176471 3.81665111221167 0.000292995618219742 0.001477554406209 -0.180296654713359
"PLD5" "PLD5" -1.11665163061334 5.16757096434393 -3.81662570679628 0.000293020459259394 0.001477554406209 -0.180376579224219
"PKLR" "PKLR" -0.172339281427112 5.21557292588799 -3.81589111781108 0.000293739601918095 0.00148081693226293 -0.182687421123722
"GLIPR1" "GLIPR1" 0.593916201026958 9.24268516308837 3.81549876244258 0.000294124398916539 0.00148239274759605 -0.183921560168109
"PRPS2" "PRPS2" -0.461047837493417 9.60563960621178 -3.8153793804433 0.000294241576827322 0.00148261931495122 -0.184297055523787
"EPHA8" "EPHA8" -0.19306554996542 6.30331519954793 -3.8152182718203 0.000294399781819248 0.00148305244691669 -0.184803782725282
"CLUH" "CLUH" -0.33194918443406 9.22749591318557 -3.8147775890938 0.000294832938204622 0.00148487010683623 -0.186189770441199
"JUP" "JUP" -0.455632584240654 9.67465255502348 -3.81432526758038 0.000295278168887605 0.00148674767008211 -0.187612255876561
"STARD13-AS" "STARD13-AS" 0.182616909090909 4.81507844117647 3.81352216751878 0.000296070265069377 0.00149037037796571 -0.190137620906278
"POLR1G" "POLR1G" -0.45254178468551 6.95690052937439 -3.81300080034634 0.000296585576749268 0.00149259836222333 -0.191776887374227
"LOC100506302" "LOC100506302" -0.403680442687748 6.04247126470588 -3.81236347126066 0.000297216669480275 0.00149517186191271 -0.193780561333448
"SPATA45" "SPATA45" -0.204020388841562 4.09267361545641 -3.81233729866135 0.000297242613428769 0.00149517186191271 -0.193862839725704
"VASH1" "VASH1" 0.496085489937789 7.73682107243355 3.81213962997102 0.00029743862523872 0.00149544457779289 -0.194484235937111
"B3GAT1" "B3GAT1" -0.36832677262315 6.27536555871338 -3.81213569566527 0.000297442527821921 0.00149544457779289 -0.194496603707565
"ZNF695" "ZNF695" -0.154735588763828 3.92025331555665 -3.81187978422884 0.000297696481112744 0.00149635488841391 -0.195301061856172
"ENO3" "ENO3" -0.296644840230235 5.89236239623713 -3.81165195503001 0.000297922741620753 0.00149712559118502 -0.196017214116151
"SYNE1" "SYNE1" 0.547072881969557 10.0561965233911 3.81086523805676 0.000298705307698097 0.00150069078718222 -0.198489947049997
"PIMREG" "PIMREG" -0.397969930376152 5.70673626353661 -3.81070940079807 0.000298860555971083 0.00150110337484081 -0.198979720615271
"RBCK1" "RBCK1" -0.432822948918584 9.54030628194771 -3.81013289992555 0.000299435549413091 0.00150362352210175 -0.200791465650918
"FMO4" "FMO4" -0.395300153639804 7.69545772218512 -3.80967186550885 0.000299896139978218 0.00150530568116458 -0.202240211809219
"LINC00472" "LINC00472" 0.751908389328063 5.46902704411765 3.80965080361849 0.000299917197776847 0.00150530568116458 -0.202306393607398
"GATD1" "GATD1" -0.283278065217391 7.96582077941176 -3.80943967947331 0.000300128359098821 0.00150599730031303 -0.202969786137763
"MS4A3" "MS4A3" 0.235255027008096 4.07260613076301 3.80934609150035 0.00030022200905483 0.00150609907181758 -0.20326384989549
"IYD" "IYD" -1.11002403557312 4.85480579411765 -3.80854430855192 0.000301025469789206 0.00150976077298627 -0.205782949434242
"GMIP" "GMIP" 0.333089992585876 7.63106184329434 3.80823081361982 0.000301340179918539 0.00151097000815041 -0.206767817342936
"LINC00900" "LINC00900" -0.285961320158102 4.84542655882353 -3.80733033780277 0.000302245898123409 0.00151514134228995 -0.209596438714532
"CYP21A2" "CYP21A2" -0.299640085283697 5.72338666332509 -3.80703993160671 0.000302538550086858 0.00151623812406812 -0.210508585607764
"IPP" "IPP" -0.603615380835556 7.43008199885399 -3.80676037607992 0.000302820523587508 0.00151711339094751 -0.211386608807971
"PEX1" "PEX1" -0.431861350385623 7.34993812504532 -3.80672026391769 0.000302861003317561 0.00151711339094751 -0.21151258898224
"HOXA2" "HOXA2" 0.372176311251765 5.37542925418721 3.80655646520988 0.000303026356741748 0.00151714760053361 -0.212027022302037
"ALKBH3-AS1" "ALKBH3-AS1" -0.160679528227006 4.25896912693484 -3.80652649806473 0.000303056617669914 0.00151714760053361 -0.2121211368695
"ADGRG6" "ADGRG6" 1.02043732586627 8.84782390488023 3.80649388738472 0.000303089551334195 0.00151714760053361 -0.21222355315682
"ERC2" "ERC2" -0.545950637968364 4.92807570626042 -3.80509861088665 0.000304501859135184 0.0015238454813084 -0.216604992730311
"AP2M1" "AP2M1" 0.334925093749003 10.7148164643148 3.80473834153444 0.000304867547631232 0.00152530368456591 -0.217736139976522
"FANCA" "FANCA" -0.348641318178219 6.3615813596518 -3.80386338498817 0.000305757415465723 0.00152938309568235 -0.220482976094842
"UGDH" "UGDH" -0.534788198937503 9.80984653890559 -3.80371977609666 0.000305903709000511 0.0015297421043514 -0.220933782436706
"NR4A2" "NR4A2" 1.32823691605346 9.55576496127658 3.80326768333559 0.00030636469063336 0.0015316742253584 -0.2223528865475
"SPATS1" "SPATS1" 0.427907911067193 5.37809083823529 3.80302138598984 0.000306616110182663 0.00153241258832673 -0.223125959824904
"BLVRA" "BLVRA" -0.415284274141867 11.1626520309858 -3.80297676784306 0.000306661677360006 0.00153241258832673 -0.22326600292612
"LOXL1" "LOXL1" -0.649388279138885 8.6950961163934 -3.80246431727024 0.000307185492533394 0.00153465655651631 -0.224874356802279
"FCGR2B" "FCGR2B" 0.884280039128828 7.85415677429736 3.80223895440361 0.00030741612417624 0.00153543508445009 -0.225581626000102
"EN2" "EN2" -0.496224627437856 4.49445612637954 -3.80209153638521 0.000307567078308621 0.00153581536937956 -0.226044261750461
"AHDC1" "AHDC1" -0.414837249690526 6.45064574495449 -3.80181098393516 0.00030785455629456 0.0015368770261709 -0.226924675632187
"ICA1" "ICA1" -0.471306228963359 8.14061571753704 -3.79979148234889 0.000309931508343454 0.00154686943916227 -0.233260921778848
"H1-10" "H1-10" -0.356870529153999 10.0729237348858 -3.79956246308454 0.000310167887231242 0.0015475270800702 -0.23397933902112
"PSMD2" "PSMD2" -0.318252904717197 10.4973247974393 -3.79951776103425 0.000310214045912357 0.0015475270800702 -0.234119562924921
"MORN1" "MORN1" -0.206380607734234 7.81788835680068 -3.79929484458522 0.000310444324276781 0.00154829958424533 -0.234818803837712
"THOC6" "THOC6" -0.364338339555636 7.02651255741128 -3.79915204932388 0.000310591921334405 0.00154865945133657 -0.235266707884253
"MOCOS" "MOCOS" -0.679231296965721 7.32190817670688 -3.7983293413363 0.000311443603079727 0.0015525289664936 -0.237847073180984
"ATP5ME" "ATP5ME" -0.304082177084559 10.773107657699 -3.79815872204605 0.000311620510655727 0.00155303370787588 -0.238382163213276
"C8orf58" "C8orf58" 0.265256140316205 7.11599325 3.79778453756127 0.000312008822599961 0.00155459153163398 -0.239555612556497
"CKAP2L" "CKAP2L" -0.592168057312252 5.64428295588235 -3.79764544722315 0.000312153282315372 0.00155493389453287 -0.239991783306366
"ACTR3B" "ACTR3B" -0.332072704501149 6.68556632310417 -3.79753136860777 0.000312271812523917 0.0015551469596048 -0.240349512551544
"CCDC34" "CCDC34" -0.70265118577075 7.05443608823529 -3.79729795871027 0.000312514464758771 0.00155597791233763 -0.241081420747705
"PTPN3" "PTPN3" -0.527092244531009 8.19415848076754 -3.79693836618673 0.000312888649101267 0.00155746318834889 -0.24220894539405
"ARSD" "ARSD" -0.604845989882913 10.0576894288066 -3.79643128642602 0.000313417033895562 0.00155971512043833 -0.243798807937832
"F3" "F3" 0.836035292568354 9.42032581187931 3.79605783512925 0.000313806721484692 0.0015612759036931 -0.244969613194289
"CRMP1" "CRMP1" 0.34440896642968 7.31558004543122 3.79541208785713 0.00031448163729787 0.00156425467662968 -0.246993916190577
"AKIP1" "AKIP1" -0.307001027667984 8.31258652941177 -3.79500890570462 0.000314903735141898 0.00156597477591882 -0.248257707521512
"GNL3LP1" "GNL3LP1" -0.221640470151159 5.37930094999396 -3.7941106702237 0.000315846061625914 0.0015702804439469 -0.251072951534692
"CCS" "CCS" -0.245533409355511 8.410877048734 -3.79385298602956 0.000316116892061633 0.00157124638262499 -0.251880504030603
"ANKDD1A" "ANKDD1A" 0.588270826086957 6.35115558823529 3.79364518269483 0.000316335458653054 0.00157195214118371 -0.252531709792541
"UBE2J2" "UBE2J2" -0.281899926479254 9.4922192853787 -3.79274501334346 0.00031728392301057 0.00157628372980662 -0.255352357514334
"RERG" "RERG" 0.723519721343874 9.35293427941176 3.79213617781765 0.000317926964527713 0.00157909623223443 -0.257259875436236
"MYRIP" "MYRIP" 0.974911526655461 6.22553230239814 3.79131003129735 0.000318801519705469 0.00158270662854467 -0.259847924225227
"PGBD2" "PGBD2" -0.35766271146245 6.83893194117647 -3.79130385874108 0.000318808062598997 0.00158270662854467 -0.259867259463971
"LYG1" "LYG1" -0.367051541501976 6.45076011764706 -3.79099209689801 0.000319138696452383 0.00158337208853239 -0.260843812054447
"DPP10" "DPP10" -0.888230960474308 4.26696752941176 -3.79097647878798 0.000319155268603382 0.00158337208853239 -0.260892732341571
"ITK" "ITK" 0.914278776160017 8.03467473260521 3.79095929351823 0.000319173504596017 0.00158337208853239 -0.260946561260107
"CCDC68" "CCDC68" 0.846338817714888 8.32187025023449 3.79021008131187 0.000319969493807712 0.00158693736866023 -0.26329314297002
"TRIP10" "TRIP10" 0.416270849677309 7.61827200345525 3.78965771690169 0.000320557560550965 0.00158946995241309 -0.265022991883752
"ATF6B" "ATF6B" -0.332642665381126 6.86792238703603 -3.78859595332946 0.000321690856105521 0.00159470415216956 -0.268347675472984
"LPCAT3" "LPCAT3" 0.460539091161789 6.98947542765091 3.78798611083492 0.000322343515694333 0.00159755376392401 -0.270256992456216
"SELENOS" "SELENOS" 0.4859546826485 10.5777835299427 3.7878475002986 0.000322492034613384 0.00159790405178459 -0.270690931534564
"CYMP-AS1" "CYMP-AS1" -0.212559345098603 6.0898227232072 -3.78767282299791 0.000322679291682005 0.00159844606651742 -0.271237767836786
"TRPC3" "TRPC3" 0.231250507689501 4.07565379913043 3.78730546435851 0.000323073445818128 0.00160001247183463 -0.272387749620064
"CEP41" "CEP41" -0.439268661777416 7.32346714668344 -3.78661603372423 0.000323814407442458 0.0016029579234854 -0.274545752207534
"ATP13A1" "ATP13A1" -0.272268790330213 8.76727399426731 -3.78654180971322 0.000323894276103592 0.0016029579234854 -0.274778067278865
"CD7" "CD7" 0.480943773092261 7.12720538262085 3.78652964520992 0.000323907367499912 0.0016029579234854 -0.274816140895345
"SNN" "SNN" 0.501433900108563 9.56471251135697 3.78646166665553 0.000323980535100395 0.0016029579234854 -0.275028905162824
"STK3" "STK3" -0.430337084656498 9.62535918340964 -3.78599202262581 0.000324486460715352 0.00160485689925461 -0.276498763777441
"FYTTD1" "FYTTD1" 0.406245820999707 10.6910761230373 3.78596026138167 0.000324520702884153 0.00160485689925461 -0.276598163597202
"LY6K" "LY6K" -1.05386231358005 6.54348885244686 -3.78558834597505 0.00032492192646319 0.00160628354311591 -0.277762067785304
"RADX" "RADX" 0.750123112137698 6.74225374037013 3.78554781165559 0.000324965683678897 0.00160628354311591 -0.277888914899163
"MATN2" "MATN2" 0.958448324440448 9.03075953068955 3.78493616259104 0.000325626649616679 0.00160916318327665 -0.27980288757167
"WARS1" "WARS1" 0.608381116981021 11.3914558759097 3.78472157093498 0.000325858848153699 0.00160970983000451 -0.280474340348065
"DNAH2" "DNAH2" -0.571750160079052 7.00803348529412 -3.78468900631895 0.000325894098475193 0.00160970983000451 -0.280576232186275
"IFIT5" "IFIT5" 0.529656342928653 9.56849520100617 3.78391297958798 0.000326735206198506 0.00161347613972647 -0.283004183596191
"SRGAP3-AS2" "SRGAP3-AS2" 1.11392586770166 5.30122038821536 3.7826546344916 0.000328103495334462 0.00161984332665364 -0.286940475069727
"PAFAH1B1" "PAFAH1B1" 0.399531980433506 10.6295597274821 3.78238652048918 0.000328395742236611 0.00162078906167671 -0.287779065823876
"LRFN3" "LRFN3" -0.364032674441691 6.09732275587498 -3.78233404833928 0.000328452966512817 0.00162078906167671 -0.287943180521281
"C8orf34" "C8orf34" 0.721642679841897 6.30399108823529 3.78197674433979 0.000328842883249071 0.00162232316927107 -0.289060664257438
"PRCP" "PRCP" 0.436405131945959 10.820076653592 3.78187407966826 0.000328955000418076 0.00162248636438786 -0.289381739779832
"LRRC37A4P" "LRRC37A4P" -0.440360181818181 7.68234102941176 -3.78178721076885 0.000329049896020851 0.00162248939561703 -0.28965341086931
"PRR19" "PRR19" -0.226213373517786 5.21125760294118 -3.78159624912817 0.00032925859458009 0.00162248939561703 -0.29025060410137
"MKI67" "MKI67" -0.61414162866062 6.30687546754596 -3.78159467199636 0.000329260318726076 0.00162248939561703 -0.290255536174965
"FREM1" "FREM1" 0.434456308300395 5.33766117647059 3.7815842005749 0.000329271766472163 0.00162248939561703 -0.290288282815028
"FOXRED2" "FOXRED2" -0.405563656126482 7.25938229411765 -3.78131061912489 0.000329570990751256 0.00162357410562558 -0.291143816581644
"SPIRE2" "SPIRE2" -0.404929249011858 6.8870345 -3.78047098397148 0.000330490949359658 0.00162771550106887 -0.293769241342142
"DNAJC12" "DNAJC12" -1.38202336146035 7.16511436644062 -3.78023269999166 0.000330752475671362 0.00162861281376391 -0.294514253863261
"AFG1L" "AFG1L" -0.215756436165889 4.54099995364197 -3.78008406590945 0.000330915707790637 0.00162882008267962 -0.294978953878423
"TVP23C" "TVP23C" -0.611378802371541 7.01774882352941 -3.78004988002412 0.000330953262122794 0.00162882008267962 -0.295085833347098
"MAP7D3" "MAP7D3" 0.375482640001587 7.15582309915312 3.77955565344348 0.000331496641973365 0.00163110332368869 -0.296630923488931
"KRTAP5-AS1" "KRTAP5-AS1" -0.235585787998467 6.04979303782577 -3.77920450789672 0.000331883228900528 0.00163261416795352 -0.2977286226052
"LCT" "LCT" -0.87751535763887 5.6716027803715 -3.77880831729104 0.000332319924855976 0.00163437072770567 -0.29896705529092
"CTDP1" "CTDP1" 0.241998950023162 7.73825652473835 3.77810669056718 0.000333094632114045 0.00163778840911069 -0.301160028544982
"ASPHD1" "ASPHD1" -0.57297872093905 6.29425879728947 -3.777889258845 0.000333335061502326 0.00163857809926239 -0.301839569709709
"GOSR1" "GOSR1" -0.357674932219625 10.1088258718178 -3.77763487947932 0.000333616557083059 0.00163956923241586 -0.302634551366706
"NAALADL2" "NAALADL2" -0.239851773195182 3.72931815442492 -3.77727599862912 0.000334014080283766 0.0016411299760807 -0.303756059909698
"RAB11A" "RAB11A" 0.334599994130948 11.6152601430831 3.77718235769877 0.00033411787843748 0.00164124714251366 -0.304048677952462
"OFD1" "OFD1" -0.49015545602329 9.93455975490626 -3.77692194334545 0.000334406702072989 0.00164227291391252 -0.304862420565634
"FBXL12" "FBXL12" 0.220252897551152 9.04798012687472 3.77644762576048 0.000334933377635215 0.00164446600719821 -0.306344474092191
"ZBTB42" "ZBTB42" -0.576537982213439 7.39279689705882 -3.7763681272538 0.000335021729218321 0.00164450646996501 -0.306592863412136
"CP" "CP" -1.8518319984925 8.93152476279545 -3.77624705553652 0.000335156326476873 0.00164477386323625 -0.306971139724806
"FMO3" "FMO3" 0.974219567193676 8.96975166176471 3.77565771657963 0.000335812242144903 0.00164759887828647 -0.308812356892353
"FDXR" "FDXR" -0.49323093797881 6.77757821625911 -3.77526726573686 0.000336247477286579 0.00164934007496748 -0.310032103350275
"SRARP" "SRARP" -0.205915326086956 5.79535166176471 -3.77490156695384 0.000336655610380728 0.00165094753222542 -0.311174451319932
"GATA6" "GATA6" 1.00932166979662 9.77736962015386 3.77445610732164 0.000337153399288905 0.00165299378567056 -0.312565854162379
"SMCHD1" "SMCHD1" 0.436143495531964 9.0578774197003 3.77366211679659 0.000338042407247967 0.00165695667048383 -0.315045635795309
"PSMB5" "PSMB5" -0.375501443132222 10.3385942159978 -3.77288858063468 0.000338910667852545 0.00166009714628359 -0.317461207990931
"RBBP8NL" "RBBP8NL" -0.215469517786561 5.96244938235294 -3.77288355386428 0.000338916317148946 0.00166009714628359 -0.317476904362715
"LOC101929340" "LOC101929340" 0.711640756916995 5.59272536764706 3.77287518907847 0.000338925718047278 0.00166009714628359 -0.317503023844217
"VSTM2L" "VSTM2L" -0.8078805513834 7.53859475 -3.77274262497486 0.000339074735618625 0.00166043086182708 -0.317916957162305
"RCN3" "RCN3" -0.590509480237154 8.13633475 -3.77263910022757 0.000339191153107419 0.00166060481540403 -0.31824020808751
"HACD3" "HACD3" -0.432976784007944 11.3599416000168 -3.77249182829827 0.000339356831798141 0.00166101980046548 -0.318700047481592
"MOV10L1" "MOV10L1" -0.230535772727272 6.10176139705882 -3.77238947247265 0.000339472026116946 0.0016611875452035 -0.31901963470413
"RRP1B" "RRP1B" -0.329649321240449 9.73186425155331 -3.77166059652684 0.000340293406478066 0.00166446008245335 -0.321295252384826
"REV3L" "REV3L" 0.492294316031459 9.82189671018607 3.77163686784217 0.000340320178565236 0.00166446008245335 -0.321369330705587
"EGLN3" "EGLN3" -1.01702574961061 7.01661186595404 -3.7715802796087 0.000340384032839982 0.00166446008245335 -0.321545991666817
"FLJ46875" "FLJ46875" -0.242401027667984 6.53336202941176 -3.77141035345131 0.00034057584669138 0.00166500142435833 -0.322076468222348
"LINC00702" "LINC00702" 0.691303774703557 5.59739864705882 3.77043726001825 0.000341676273075743 0.00166998346040449 -0.325113977616213
"PLAUR" "PLAUR" 0.896917323316097 9.27975679059952 3.76792903875617 0.000344528397001465 0.0016835227168879 -0.332941030781783
"ELOB" "ELOB" -0.274797474935594 11.1249819500864 -3.76779772748252 0.000344678337524908 0.00168365406899411 -0.333350701882714
"ERG28" "ERG28" -0.451785980639262 9.76746482533314 -3.76776185269944 0.000344719312742705 0.00168365406899411 -0.333462624103237
"NAPA" "NAPA" 0.623596677826081 8.90943376551806 3.7675550498902 0.000344955608173887 0.0016844074035665 -0.33410779437909
"FTL" "FTL" 0.181085805586345 14.2371928289418 3.76746892073617 0.000345054066062718 0.00168448748350427 -0.334376487836424
"TMEM115" "TMEM115" 0.259094460499623 7.7079806799802 3.76729417080746 0.000345253912658423 0.00168506236782028 -0.334921635448926
"GGT3P" "GGT3P" -0.3864914486166 6.59150977941176 -3.76638339055298 0.000346297286544337 0.00168964318486598 -0.337762626829034
"KLHDC10" "KLHDC10" -0.348185464675073 10.4575070095198 -3.76633125895022 0.000346357098690376 0.00168964318486598 -0.337925227071782
"RFC4" "RFC4" -0.615886261494184 7.96087789911491 -3.76615164854279 0.000346563246700548 0.00169024716756209 -0.338485426804595
"IGFBPL1" "IGFBPL1" -0.778960693675889 6.46419854411765 -3.7660634963839 0.000346664466319105 0.0016903392314961 -0.338760364497647
"NRSN2" "NRSN2" -0.368999013969816 6.84242994680778 -3.76553879768993 0.000347267529922542 0.00169287766664686 -0.340396759967518
"DCLK1" "DCLK1" -1.11494284702305 8.42116263583634 -3.76429018138555 0.000348706664524426 0.00169933798921939 -0.344290263575851
"FNDC1" "FNDC1" -1.24421794466403 6.47516761764706 -3.76424544931912 0.000348758327580928 0.00169933798921939 -0.344429733920489
"B3GAT3" "B3GAT3" -0.25301736837221 7.65752750805493 -3.764056850714 0.000348976228964305 0.00169999620981947 -0.345017754610385
"MYL10" "MYL10" -0.200770883995359 7.19327939977943 -3.76387930262074 0.000349181481802933 0.00170059251683288 -0.345571303981617
"LRP1" "LRP1" 0.379536083678402 8.44470400982022 3.76286612834465 0.000350354962096613 0.00170590290842488 -0.348729795212027
"H4C6" "H4C6" -0.146704267999747 3.863411628089 -3.76233217214463 0.000350974917259491 0.00170851626784511 -0.350394138426704
"ITGB5" "ITGB5" -0.461520644452741 10.8453224854324 -3.76213788400054 0.000351200757473375 0.00170921032465942 -0.350999696951703
"NHSL1" "NHSL1" 1.0197483458498 8.54293569117647 3.7616450641699 0.000351774233496404 0.00171159551202043 -0.352535629377282
"TCN1" "TCN1" -1.78425702199994 5.54154101286571 -3.76123735453642 0.000352249346280159 0.00171350108541211 -0.353806206322083
"ANKRD40" "ANKRD40" 0.351393381422925 9.77910548529412 3.76099890376152 0.000352527502224993 0.0017144478952084 -0.354549267172501
"LOC155060" "LOC155060" -0.327300799353653 8.06913096699905 -3.76083406843451 0.000352719907477745 0.00171497732370989 -0.355062909414977
"ZNF853" "ZNF853" 0.201658596837944 6.18853611764706 3.75991101960806 0.000353799198816125 0.00171981765410784 -0.357938943938404
"ACAP2" "ACAP2" 0.368027049904223 9.52620395683652 3.75956362037973 0.000354206218391566 0.00172138855377416 -0.359021250658382
"CD9" "CD9" 0.557120184016292 12.7221401028496 3.7593828440618 0.000354418196345602 0.00172201106143965 -0.35958442533341
"SFTPC" "SFTPC" 1.70995907905138 13.3843397941176 3.75910294377399 0.00035474664604662 0.0017231990416576 -0.360456367228101
"DMPK" "DMPK" 0.422754488142293 6.74102075 3.75858138821631 0.00035535944284297 0.00172576736282954 -0.362080997475286
"DAW1" "DAW1" 0.927172877470355 5.3446455 3.75791510463173 0.000356143758084438 0.00172916723414317 -0.364156237029515
"TMEM60" "TMEM60" -0.40284879572594 9.77094909007458 -3.75707491870655 0.000357135140586383 0.0017335706233051 -0.366772778636707
"GAS8-AS1" "GAS8-AS1" -0.210134713947424 4.79239988265769 -3.75695470587358 0.000357277201907268 0.00173385021294383 -0.367147119125466
"ELOVL1" "ELOVL1" -0.295810531620554 9.78443589705882 -3.75677516492016 0.000357489474687384 0.00173447032294555 -0.367706191682919
"NOMO3" "NOMO3" -0.599007011857708 7.44794435294118 -3.75668524956693 0.000357595827649654 0.00173457635869378 -0.367986172530207
"UHMK1" "UHMK1" -0.275568755393581 11.5968056297641 -3.75608359721047 0.000358308247649015 0.00173762147596007 -0.369859501122707
"URB1-AS1" "URB1-AS1" -0.43784640909091 6.86623680882353 -3.75490809180326 0.000359704085511098 0.00174397861770709 -0.37351903527973
"GEN1" "GEN1" -0.521389871541502 6.21677486764706 -3.75443583964723 0.000360266316532249 0.00174629207692421 -0.374989020009815
"PERP" "PERP" -0.730964942225032 11.8973443863832 -3.75414284152514 0.000360615561965411 0.00174757229840084 -0.375900977864993
"PTGS2" "PTGS2" 1.54689597246081 9.92224734312944 3.75297498412256 0.000362010831739244 0.00175391983807959 -0.379535476263278
"DDIT4L" "DDIT4L" -0.732748523715414 6.59081527941176 -3.75271485486913 0.000362322316581943 0.00175501475101325 -0.380344925871585
"PTGIR" "PTGIR" 0.213617516821369 7.34162117596726 3.75235336426302 0.000362755599066873 0.00175665231408664 -0.381469722762461
"PSMD4" "PSMD4" -0.32763593571407 10.9090436591941 -3.75229005038253 0.0003628315379836 0.00175665231408664 -0.381666719911226
"CNTNAP3P2" "CNTNAP3P2" 0.285790164224742 4.31955305521769 3.75195864928909 0.000363229269624783 0.00175816327442998 -0.382697818042636
"AMY1A" "AMY1A" -1.40845361883212 9.7445613045881 -3.75181822148479 0.000363397929934893 0.00175856499427239 -0.383134717294534
"EEF2K" "EEF2K" -0.325873861022052 9.85373294584361 -3.7516263017718 0.000363628555425213 0.00175926631764525 -0.383731800965967
"ATL3" "ATL3" 0.391762466462838 10.7891338137642 3.75125330699373 0.000364077174672814 0.00176102173460969 -0.384892172226918
"DAPK1" "DAPK1" 0.605982708400649 10.6488850997118 3.75081901692667 0.000364600183055223 0.00176293425070293 -0.38624313545072
"LGALS2" "LGALS2" 0.852259070126512 7.26870678713005 3.75078238500713 0.000364644331083624 0.00176293425070293 -0.386357083124759
"HOXC13" "HOXC13" -0.345936686402266 4.63539647193509 -3.75044780703513 0.000365047793915524 0.00176446929915184 -0.387397791539595
"IFITM2" "IFITM2" 0.370179355868644 12.7057596264937 3.74991138996901 0.000365695541793702 0.00176677924405331 -0.389066195832614
"NDUFAF6" "NDUFAF6" -0.616780136363636 8.28174348529412 -3.74990084425669 0.000365708287217569 0.00176677924405331 -0.389098994326367
"FLYWCH1" "FLYWCH1" -0.228405225071264 8.23538575472025 -3.74979561153861 0.000365835493490689 0.00176677924405331 -0.389426278028278
"UBE2D3" "UBE2D3" 0.371495185898935 12.0171000247778 3.74975984077813 0.000365878743139068 0.00176677924405331 -0.389537527105833
"LINC00163" "LINC00163" 0.18068195791357 5.39932262752895 3.74969593023837 0.000365956028142764 0.00176677924405331 -0.389736290750586
"FAM186A" "FAM186A" -0.185338425128208 3.62560647857697 -3.74955997997434 0.000366120480393193 0.00176715758794062 -0.390159092664573
"P3H3" "P3H3" -0.380081855302011 6.76270853937217 -3.74787260099058 0.000368167503628654 0.0017766202431803 -0.395405963562122
"KBTBD3" "KBTBD3" -0.457564148221344 6.45103477941176 -3.7474728025491 0.000368654113916736 0.00177855032913814 -0.396648902100813
"ZBTB38" "ZBTB38" 0.300540414964376 10.5993323441767 3.74703400576627 0.000369188897803157 0.00178071186421598 -0.398012983113275
"UGP2" "UGP2" 0.466815292816326 11.3729801600753 3.74672681169635 0.000369563731715149 0.00178210107696701 -0.398967890466888
"C11orf49" "C11orf49" -0.36883417947895 8.73352985387513 -3.74663191923085 0.000369679591649329 0.00178224111258277 -0.399262851655448
"SAT2" "SAT2" 0.382963954016864 9.60028104125704 3.74558588111198 0.000370959064179242 0.0017879895913293 -0.402514004053745
"CCN1" "CCN1" 0.792884648202891 11.9415724078805 3.74460886590567 0.00037215793028738 0.00179334694669938 -0.405550091561995
"RIPK2" "RIPK2" 0.522932279074451 8.82111236836568 3.74429611967898 0.000372542473134592 0.0017947786642823 -0.406521844860496
"GCFC2" "GCFC2" 0.392643551268749 7.28987884023344 3.74374124495533 0.000373225663718683 0.00179756811662175 -0.408245799772856
"PDLIM3" "PDLIM3" 0.884108138777675 9.70283440580427 3.74368367650796 0.000373296613462515 0.00179756811662175 -0.408424651110144
"STX7" "STX7" 0.407237968379512 9.72832886850248 3.74294291397751 0.000374210710125566 0.00180120079922794 -0.410725861473251
"RALBP1" "RALBP1" 0.362312227191596 9.4949801382226 3.74293014065143 0.000374226491071082 0.00180120079922794 -0.410765539736311
